image,y,g_alignment,g_colorfulness,g_composition,g_contrast,g_harmony,g_local,g_simplicity,g_whitespace,r_colorfulness_variety,r_dominant_colors,r_edge_density,r_jpeg_bpp,r_whitespace,score,weighted_sum,x_anisotropy,x_contour_congestion,x_edge_orientation_entropy,x_feature_congestion,x_sequence
../calista/rating-based-dataset/images/english/314.png,2.9968421052631578,0.276,0.434,0.55,1.0,0.865,0.618,0.197,1.0,66.138,4.0,0.2121,0.1603,0.5806,56.0,0.5754,1.3462,0.6679,0.7809,0.0432,0.9
../calista/rating-based-dataset/images/english/315.png,3.502744237102086,0.093,0.941,0.22,1.0,0.746,0.528,0.0,0.621,36.0976,19.0,0.3906,0.2146,0.4175,24.0,0.4014,0.5743,0.7889,0.9459,0.0386,0.7
../calista/rating-based-dataset/images/english/316.png,4.538205980066445,0.122,0.738,0.52,1.0,0.854,0.794,0.107,1.0,49.7973,6.0,0.313,0.2087,0.6019,52.0,0.5574,0.9974,0.7174,0.8746,0.037,0.1
../calista/rating-based-dataset/images/english/317.png,4.4178321678321675,0.24,0.567,0.33,1.0,0.845,0.852,0.094,0.635,58.8876,11.0,0.2031,0.1415,0.4223,36.0,0.4772,1.3068,0.6519,0.8031,0.0387,0.2
../calista/rating-based-dataset/images/english/318.png,4.5131856540084385,0.139,0.237,0.59,1.0,0.765,0.728,0.0,0.703,78.9817,10.0,0.321,0.1766,0.446,39.0,0.492,1.2864,0.7107,0.8093,0.0553,0.0
../calista/rating-based-dataset/images/english/319.png,4.133592017738359,0.202,0.541,0.14,1.0,0.853,0.731,0.071,0.768,60.2814,7.0,0.3302,0.2072,0.4687,27.0,0.4199,1.0791,0.7576,0.8627,0.0379,0.5
../calista/rating-based-dataset/images/english/32.png,5.2898550724637685,0.197,0.042,0.64,1.0,0.956,0.44,0.211,0.655,104.9876,11.0,0.1626,0.134,0.4292,47.0,0.5302,0.7833,0.6118,0.9138,0.0274,0.0
../calista/rating-based-dataset/images/english/320.png,4.819460067491564,0.16,0.053,0.63,1.0,0.869,0.771,0.0,0.334,102.152,13.0,0.2281,0.163,0.317,36.0,0.4719,1.0023,0.6949,0.8786,0.0512,0.0
../calista/rating-based-dataset/images/english/321.png,5.297149122807017,0.116,0.062,0.91,1.0,0.839,0.629,0.143,1.0,100.0825,5.0,0.3199,0.2178,0.5722,64.0,0.6188,0.6303,0.7489,0.9408,0.0833,0.9
../calista/rating-based-dataset/images/english/322.png,5.194760820045558,0.216,0.054,0.18,1.0,0.88,0.693,0.0,0.675,101.8467,10.0,0.2397,0.1725,0.4361,22.0,0.3851,1.2524,0.6515,0.82,0.045,0.0
../calista/rating-based-dataset/images/english/323.png,2.496268656716418,0.104,0.038,0.91,1.0,0.782,0.581,0.0,0.185,106.3637,17.0,0.3845,0.2171,0.2646,42.0,0.5053,0.7433,0.7792,0.9098,0.0832,0.1
../calista/rating-based-dataset/images/english/324.png,4.224235560588902,0.156,0.505,0.35,1.0,0.823,0.662,0.036,0.828,62.1747,8.0,0.4102,0.2503,0.49,34.0,0.4631,1.1581,0.79,0.8374,0.0462,0.7
../calista/rating-based-dataset/images/english/325.png,5.181130171543895,0.159,0.177,0.33,1.0,0.833,0.654,0.0,0.0,84.1947,16.0,0.2929,0.1983,0.1593,18.0,0.351,1.1979,0.7328,0.8314,0.0437,0.9
../calista/rating-based-dataset/images/english/326.png,4.255651237890205,0.14,0.659,0.59,1.0,0.925,0.667,0.122,0.0,54.0816,15.0,0.199,0.1353,0.1794,36.0,0.4766,1.0506,0.7176,0.8552,0.0316,0.0
../calista/rating-based-dataset/images/english/327.png,3.8410064239828694,0.14,0.47,0.76,1.0,0.801,0.665,0.0,0.852,64.1238,10.0,0.3298,0.1999,0.4982,54.0,0.5687,1.1946,0.7657,0.8103,0.0559,1.0
../calista/rating-based-dataset/images/english/328.png,5.5893258426966295,0.113,0.003,0.91,1.0,0.865,0.611,0.0,0.0,135.0304,20.0,0.3384,0.2067,0.1615,40.0,0.4963,0.6124,0.758,0.9413,0.0685,0.1
../calista/rating-based-dataset/images/english/329.png,5.011111111111111,0.14,0.743,0.45,1.0,0.843,0.867,0.036,0.688,49.502,8.0,0.28,0.1909,0.4408,41.0,0.5031,1.0588,0.701,0.8626,0.0355,0.5
../calista/rating-based-dataset/images/english/33.png,3.6210227272727273,0.309,0.844,0.8,1.0,1.0,0.89,0.909,1.0,6.4663,2.0,0.0615,0.0618,0.76,89.0,0.8048,0.9368,0.6332,0.8894,0.0039,1.0
../calista/rating-based-dataset/images/english/330.png,5.515855039637599,0.17,0.999,0.14,1.0,0.765,0.815,0.044,0.377,26.6474,8.0,0.2752,0.1573,0.3318,23.0,0.3954,1.081,0.7029,0.8553,0.0274,0.9
../calista/rating-based-dataset/images/english/331.png,5.3028571428571425,0.226,0.68,0.19,1.0,0.826,0.65,0.316,1.0,52.9653,7.0,0.1684,0.1178,0.7367,40.0,0.496,1.1241,0.6549,0.8522,0.0217,0.3
../calista/rating-based-dataset/images/english/332.png,4.5887640449438205,0.121,0.999,0.36,1.0,0.868,0.642,0.143,1.0,26.5134,5.0,0.3192,0.2146,0.7793,46.0,0.5254,0.8281,0.7738,0.9085,0.0157,0.2
../calista/rating-based-dataset/images/english/333.png,2.6581521739130434,0.19,0.994,0.37,1.0,0.831,0.616,0.427,1.0,28.4006,2.0,0.1637,0.1447,0.8905,55.0,0.5735,0.6321,0.6533,0.9323,0.0212,0.7
../calista/rating-based-dataset/images/english/334.png,6.480171489817792,0.131,0.999,0.43,1.0,0.799,0.594,0.647,1.0,23.8029,3.0,0.1186,0.0936,0.8305,62.0,0.6074,0.5281,0.6945,0.9506,0.0214,0.5
../calista/rating-based-dataset/images/english/335.png,5.935430463576159,0.111,0.639,0.45,1.0,0.647,0.711,0.046,0.442,55.1027,9.0,0.2543,0.1443,0.3546,30.0,0.4401,1.2233,0.7451,0.8238,0.0472,0.2
../calista/rating-based-dataset/images/english/336.png,4.926940639269406,0.148,0.997,0.63,1.0,0.915,0.612,0.143,1.0,27.5374,5.0,0.2666,0.1937,0.8058,62.0,0.6081,0.8332,0.7738,0.9133,0.0235,0.3
../calista/rating-based-dataset/images/english/337.png,5.366666666666666,0.139,0.976,0.47,1.0,1.0,0.328,0.281,1.0,17.963,6.0,0.1995,0.1169,0.7605,55.0,0.5714,1.3287,0.6907,0.7866,0.017,0.1
../calista/rating-based-dataset/images/english/338.png,5.400696864111498,0.139,0.627,0.31,1.0,0.865,0.444,0.145,1.0,55.7529,6.0,0.2406,0.1471,0.6844,37.0,0.4799,0.5448,0.7168,0.948,0.0282,0.7
../calista/rating-based-dataset/images/english/339.png,6.233405875952122,0.089,0.994,0.9,0.888,0.929,0.719,0.061,1.0,21.5057,11.0,0.2087,0.1482,0.6628,71.0,0.6593,0.7916,0.7381,0.9071,0.0186,0.9
../calista/rating-based-dataset/images/english/34.png,2.807819383259912,0.278,0.885,0.59,1.0,0.898,0.581,0.0,0.98,40.7304,10.0,0.358,0.2532,0.5431,57.0,0.5855,0.7404,0.803,0.9261,0.0224,0.1
../calista/rating-based-dataset/images/english/340.png,4.97838785046729,0.214,0.878,0.1,1.0,0.876,0.487,0.605,1.0,41.2414,4.0,0.1262,0.0895,0.6566,44.0,0.5164,0.6814,0.6145,0.933,0.015,0.2
../calista/rating-based-dataset/images/english/341.png,7.033333333333333,0.126,0.677,0.14,1.0,0.714,0.484,0.098,0.995,53.1138,8.0,0.2217,0.1387,0.5482,26.0,0.4136,0.8035,0.7389,0.8905,0.0513,0.7
../calista/rating-based-dataset/images/english/342.png,5.983940042826553,0.144,0.92,0.86,1.0,1.0,0.604,0.092,0.766,12.0049,8.0,0.2532,0.1406,0.4682,68.0,0.6448,0.6496,0.7166,0.9332,0.012,0.3
../calista/rating-based-dataset/images/english/343.png,5.3590182648401825,0.191,0.052,0.9,1.0,0.933,0.511,0.275,1.0,102.3489,5.0,0.1886,0.14,0.606,69.0,0.648,0.7385,0.6535,0.9086,0.0345,0.7
../calista/rating-based-dataset/images/english/344.png,5.602820211515864,0.165,0.838,0.81,1.0,0.774,0.718,0.0,0.929,43.9161,9.0,0.2808,0.1648,0.525,63.0,0.6169,1.5884,0.7177,0.7478,0.0332,0.1
../calista/rating-based-dataset/images/english/345.png,5.804571428571428,0.23,0.999,0.17,1.0,1.0,0.542,0.505,0.722,26.1093,5.0,0.1396,0.1005,0.4526,45.0,0.5198,0.8552,0.6177,0.9011,0.022,0.3
../calista/rating-based-dataset/images/english/346.png,6.255112474437627,0.119,0.63,0.68,0.63,0.742,0.78,0.0,0.222,55.572,14.0,0.4263,0.1806,0.2777,32.0,0.4535,0.7745,0.7358,0.9109,0.0497,0.0
../calista/rating-based-dataset/images/english/347.png,4.111050328227571,0.17,0.965,0.06,1.0,0.767,0.573,0.541,1.0,16.5348,3.0,0.1408,0.112,0.8856,39.0,0.4888,0.4114,0.7081,0.9694,0.0124,0.9
../calista/rating-based-dataset/images/english/348.png,3.362850971922246,0.097,0.091,0.44,1.0,0.829,0.419,0.0,0.393,94.6624,9.0,0.3823,0.2394,0.3377,23.0,0.3915,0.8903,0.7648,0.8856,0.0681,0.5
../calista/rating-based-dataset/images/english/349.png,5.437288135593221,0.077,0.654,0.73,1.0,0.849,0.724,0.0,0.088,54.331,24.0,0.5089,0.261,0.2308,39.0,0.4932,0.6415,0.7983,0.9341,0.0588,0.5
../calista/rating-based-dataset/images/english/35.png,3.3134078212290503,0.084,0.232,0.6,1.0,0.733,0.681,0.0,0.0,79.3643,16.0,0.4757,0.2627,0.1965,25.0,0.4095,1.1116,0.8122,0.8305,0.0766,0.5
../calista/rating-based-dataset/images/english/36.png,4.594827586206897,0.123,0.991,0.12,1.0,0.803,0.647,0.0,0.623,20.6261,9.0,0.3578,0.1633,0.418,23.0,0.3941,1.2413,0.7379,0.8067,0.0242,0.9
../calista/rating-based-dataset/images/english/37.png,5.747422680412371,0.144,0.689,0.51,1.0,0.819,0.621,0.101,0.0,52.4715,13.0,0.2274,0.1254,0.1818,30.0,0.4405,0.7046,0.7103,0.9287,0.0242,0.9
../calista/rating-based-dataset/images/english/38.png,2.4079915878023135,0.114,0.048,0.9,1.0,0.826,0.674,0.0,0.0,103.4941,12.0,0.4839,0.2705,0.1311,40.0,0.4961,0.882,0.8284,0.8899,0.0936,0.4
../calista/rating-based-dataset/images/english/39.png,4.277840269966254,0.098,0.572,0.63,1.0,0.932,0.679,0.362,0.725,58.6538,9.0,0.1495,0.0928,0.4536,57.0,0.5834,0.8224,0.7745,0.9079,0.0224,1.0
../calista/rating-based-dataset/images/english/4.png,2.0982142857142856,0.299,0.901,0.08,1.0,0.853,0.457,0.444,1.0,39.4942,3.0,0.1589,0.1305,0.8958,41.0,0.4991,0.9259,0.6926,0.8875,0.022,0.7
../calista/rating-based-dataset/images/english/40.png,4.605747126436782,0.176,0.99,0.91,1.0,0.918,0.575,0.036,1.0,20.4179,8.0,0.2474,0.1653,0.5799,73.0,0.6737,1.3494,0.7176,0.8155,0.0159,0.9
../calista/rating-based-dataset/images/english/41.png,4.287862513426423,0.125,0.88,0.1,1.0,0.659,0.537,0.0,0.45,41.0804,18.0,0.4028,0.2231,0.3577,17.0,0.3439,0.8163,0.7567,0.9014,0.0393,0.3
../calista/rating-based-dataset/images/english/42.png,4.385371179039302,0.205,0.953,0.31,1.0,0.832,0.678,0.038,0.427,34.9092,11.0,0.2361,0.147,0.3494,31.0,0.4486,0.9656,0.6619,0.8847,0.0265,0.7
../calista/rating-based-dataset/images/english/43.png,4.923728813559322,0.205,1.0,0.78,1.0,0.847,0.755,0.0,0.74,25.7906,16.0,0.2703,0.1797,0.4589,63.0,0.6152,1.1152,0.6674,0.834,0.0244,0.7
../calista/rating-based-dataset/images/english/44.png,4.850521436848204,0.104,0.166,0.8,1.0,0.882,0.49,0.0,0.186,85.2776,16.0,0.4007,0.2271,0.2651,38.0,0.4868,0.9399,0.7798,0.8848,0.0405,0.9
../calista/rating-based-dataset/images/english/45.png,6.035441657579062,0.108,0.995,0.81,1.0,0.758,0.571,0.0,0.81,28.2762,17.0,0.3613,0.1639,0.4837,59.0,0.5948,0.4996,0.8033,0.9624,0.0275,0.9
../calista/rating-based-dataset/images/english/46.png,4.904171364148816,0.221,0.601,0.75,1.0,0.849,0.751,0.0,0.519,57.0856,10.0,0.2432,0.1761,0.3816,53.0,0.5633,1.0625,0.6437,0.8529,0.0384,0.9
../calista/rating-based-dataset/images/english/47.png,2.7939590075512406,0.061,0.975,0.3,1.0,0.864,0.635,0.179,1.0,32.2298,4.0,0.4407,0.2249,0.7348,41.0,0.5017,0.7759,0.6826,0.9199,0.0271,0.9
../calista/rating-based-dataset/images/english/48.png,2.5822851153039834,0.366,0.961,0.73,1.0,0.929,0.784,0.529,0.969,16.0561,5.0,0.1368,0.0948,0.539,81.0,0.7314,1.8008,0.6829,0.7038,0.0144,1.0
../calista/rating-based-dataset/images/english/49.png,4.241621621621622,0.157,0.939,0.75,1.0,0.845,0.511,0.21,1.0,36.2541,4.0,0.246,0.1492,0.6788,67.0,0.6361,1.1421,0.7185,0.8496,0.0288,0.9
../calista/rating-based-dataset/images/english/5.png,4.517524644030668,0.156,0.148,0.71,1.0,0.9,0.896,0.0,0.463,87.2235,18.0,0.315,0.1871,0.362,45.0,0.5226,0.842,0.7549,0.9109,0.0411,0.9
../calista/rating-based-dataset/images/english/50.png,5.276515151515151,0.214,0.892,0.96,1.0,1.0,0.673,0.624,1.0,9.7653,5.0,0.1103,0.0835,0.8624,87.0,0.7843,0.7093,0.7442,0.9105,0.0109,0.9
../calista/rating-based-dataset/images/english/51.png,4.550165380374862,0.199,0.914,0.2,1.0,0.824,0.587,0.0,0.428,38.5251,12.0,0.3086,0.1927,0.3498,24.0,0.4032,1.3918,0.7415,0.7881,0.0218,0.9
../calista/rating-based-dataset/images/english/52.png,3.4667049368541907,0.26,0.904,0.45,1.0,1.0,0.551,0.678,0.57,10.7176,2.0,0.1194,0.0943,0.9366,62.0,0.6069,0.873,0.6594,0.9042,0.0075,0.7
../calista/rating-based-dataset/images/english/54.png,2.5339643652561246,0.178,0.97,0.06,1.0,0.849,0.493,0.546,1.0,32.8335,1.0,0.1452,0.119,0.8925,40.0,0.4943,0.81,0.6928,0.9082,0.0236,0.9
../calista/rating-based-dataset/images/english/55.png,2.683371298405467,0.148,0.228,0.32,1.0,0.809,0.592,0.0,0.93,79.728,11.0,0.295,0.1893,0.5254,29.0,0.4363,0.9367,0.771,0.8851,0.0439,0.7
../calista/rating-based-dataset/images/english/56.png,2.6280276816608996,0.229,0.877,0.65,1.0,0.844,0.558,0.0,1.0,41.2881,10.0,0.3662,0.2592,0.5762,58.0,0.5891,0.8053,0.7769,0.9151,0.0348,0.8
../calista/rating-based-dataset/images/english/57.png,3.61271676300578,0.164,0.986,0.82,1.0,0.801,0.494,0.0,0.424,30.3719,9.0,0.3003,0.1609,0.3485,54.0,0.5671,1.0913,0.7555,0.8459,0.031,0.5
../calista/rating-based-dataset/images/english/58.png,5.079911209766926,0.16,0.962,0.86,1.0,0.843,0.586,0.057,1.0,33.8677,9.0,0.2284,0.1403,0.5953,70.0,0.6516,0.7348,0.6971,0.9187,0.0297,0.4
../calista/rating-based-dataset/images/english/59.png,3.0335164835164834,0.288,0.989,0.82,1.0,0.973,0.841,0.518,1.0,29.7652,5.0,0.133,0.1014,0.8979,84.0,0.7554,1.5542,0.6669,0.7672,0.013,1.0
../calista/rating-based-dataset/images/english/60.png,5.476940382452193,0.157,0.847,0.62,1.0,1.0,0.469,0.666,1.0,6.661,4.0,0.1125,0.0797,0.8916,73.0,0.6709,0.5516,0.7812,0.9534,0.0089,0.8
../calista/rating-based-dataset/images/english/61.png,4.241438356164384,0.076,0.883,0.54,1.0,0.865,0.633,0.0,0.007,40.8582,18.0,0.4629,0.2177,0.2026,30.0,0.4416,0.7713,0.8084,0.91,0.0415,0.7
../calista/rating-based-dataset/images/english/62.png,3.2864238410596025,0.208,0.995,0.73,1.0,0.84,0.558,0.036,1.0,28.1399,8.0,0.264,0.1662,0.5732,64.0,0.62,1.4016,0.6894,0.7922,0.0254,0.8
../calista/rating-based-dataset/images/english/63.png,3.6786922209695603,0.147,0.934,0.47,1.0,0.846,0.371,0.25,1.0,36.7743,2.0,0.2307,0.1727,0.7317,51.0,0.5531,0.5319,0.7526,0.9574,0.0339,0.9
../calista/rating-based-dataset/images/english/64.png,5.222400857449089,0.128,0.343,0.86,1.0,0.864,0.441,0.0,0.435,71.5211,12.0,0.3138,0.1869,0.3521,48.0,0.5382,1.2358,0.7412,0.8297,0.0494,0.9
../calista/rating-based-dataset/images/english/65.png,3.8567351598173514,0.224,0.947,0.9,1.0,0.894,0.381,0.107,0.921,35.5021,6.0,0.2876,0.1782,0.5224,72.0,0.6641,1.0025,0.7755,0.8774,0.0213,0.9
../calista/rating-based-dataset/images/english/66.png,4.251303441084463,0.082,0.202,0.52,0.972,0.867,0.41,0.0,0.0,81.8812,17.0,0.431,0.2056,0.1419,21.0,0.3794,0.7728,0.7785,0.9078,0.0634,0.7
../calista/rating-based-dataset/images/english/67.png,5.583144796380091,0.111,0.013,0.85,1.0,0.842,0.794,0.059,0.424,118.9777,12.0,0.2205,0.1398,0.3484,48.0,0.539,1.128,0.6788,0.8349,0.0669,0.9
../calista/rating-based-dataset/images/english/68.png,2.0464759959141983,0.151,0.862,0.07,1.0,0.834,0.68,0.071,1.0,42.3418,7.0,0.2793,0.1936,0.755,28.0,0.4297,0.7558,0.8288,0.9229,0.0353,0.5
../calista/rating-based-dataset/images/english/69.png,4.479213483146068,0.109,0.983,0.53,1.0,0.847,0.595,0.0,1.0,30.8564,9.0,0.304,0.1727,0.5938,50.0,0.5452,1.2197,0.767,0.8283,0.0342,0.9
../calista/rating-based-dataset/images/english/7.png,3.8114478114478114,0.166,0.995,0.35,1.0,0.817,0.706,0.0,0.742,28.243,9.0,0.3709,0.2215,0.4596,37.0,0.4825,0.9787,0.7763,0.8797,0.025,0.7
../calista/rating-based-dataset/images/english/70.png,4.180703624733476,0.15,0.757,0.21,1.0,0.757,0.739,0.0,1.0,48.7476,11.0,0.2958,0.1913,0.6057,31.0,0.4483,1.1991,0.7186,0.8389,0.041,0.7
../calista/rating-based-dataset/images/english/71.png,5.971383975026015,0.105,0.075,0.86,1.0,0.841,0.451,0.0,0.0,97.4059,27.0,0.4607,0.2338,0.0545,36.0,0.4733,1.0097,0.773,0.8622,0.0607,0.5
../calista/rating-based-dataset/images/english/72.png,3.360066371681416,0.259,0.912,0.23,1.0,1.0,0.6,0.143,1.0,11.351,5.0,0.2304,0.1633,0.8224,44.0,0.5165,0.8896,0.6993,0.9022,0.007,0.5
../calista/rating-based-dataset/images/english/73.png,5.110403397027601,0.132,0.962,0.5,1.0,0.846,0.503,0.0,0.0,33.8319,16.0,0.3124,0.1602,0.1966,29.0,0.4336,1.4344,0.7012,0.7897,0.0241,0.2
../calista/rating-based-dataset/images/english/74.png,5.170454545454546,0.171,0.902,0.69,1.0,0.838,0.46,0.384,1.0,39.4438,5.0,0.1708,0.117,0.7548,68.0,0.6399,1.3389,0.6906,0.8118,0.0289,0.9
../calista/rating-based-dataset/images/english/75.png,2.308903365906623,0.193,0.889,0.66,1.0,0.729,0.451,0.107,1.0,40.4018,6.0,0.2489,0.185,0.6951,57.0,0.5841,0.9193,0.7566,0.8942,0.0303,0.7
../calista/rating-based-dataset/images/english/76.png,3.896495071193866,0.217,0.97,0.5,1.0,0.891,0.727,0.071,1.0,32.8206,7.0,0.258,0.1606,0.5737,56.0,0.5757,1.347,0.6752,0.8077,0.0231,1.0
../calista/rating-based-dataset/images/english/77.png,3.868181818181818,0.287,0.962,0.7,1.0,1.0,0.902,0.119,0.623,16.1058,6.0,0.2516,0.1559,0.418,66.0,0.6328,1.2588,0.6301,0.8312,0.0077,0.9
../calista/rating-based-dataset/images/english/78.png,3.3333333333333335,0.153,0.994,0.8,1.0,0.953,0.699,0.0,0.184,21.5812,14.0,0.3473,0.1777,0.2643,53.0,0.5637,1.0645,0.7116,0.8347,0.0146,0.7
../calista/rating-based-dataset/images/english/79.png,2.426630434782609,0.205,0.574,0.5,1.0,0.891,0.625,0.277,0.891,58.5192,5.0,0.1922,0.1363,0.5117,53.0,0.5616,1.1954,0.6702,0.8331,0.0257,0.9
../calista/rating-based-dataset/images/english/8.png,4.775028768699655,0.118,0.937,0.55,1.0,0.864,0.647,0.0,0.729,36.4423,12.0,0.2966,0.1987,0.4551,46.0,0.5273,1.1357,0.7256,0.8481,0.0322,0.9
../calista/rating-based-dataset/images/english/80.png,3.247457627118644,0.273,0.953,0.72,1.0,0.86,0.676,0.175,1.0,34.8291,7.0,0.2031,0.1382,0.738,70.0,0.6534,1.0673,0.6836,0.8652,0.0254,0.9
../calista/rating-based-dataset/images/english/81.png,3.486159169550173,0.267,0.999,0.66,1.0,0.86,0.601,0.188,1.0,26.073,5.0,0.2359,0.1445,0.6323,67.0,0.636,1.4653,0.6573,0.7831,0.0196,1.0
../calista/rating-based-dataset/images/english/82.png,3.64,0.136,0.86,0.65,1.0,0.875,0.742,0.0,0.439,42.4506,11.0,0.3241,0.1799,0.3536,47.0,0.5313,1.2588,0.7207,0.8086,0.0343,0.1
../calista/rating-based-dataset/images/english/83.png,4.1743421052631575,0.115,0.994,0.63,1.0,0.845,0.605,0.0,0.617,28.6165,9.0,0.4764,0.2581,0.4161,48.0,0.5369,1.232,0.8038,0.8102,0.0268,0.8
../calista/rating-based-dataset/images/english/85.png,4.245348837209303,0.133,0.796,0.23,1.0,0.866,0.692,0.0,0.74,46.5155,13.0,0.3441,0.2192,0.4591,29.0,0.4356,1.2337,0.7413,0.8232,0.0301,0.9
../calista/rating-based-dataset/images/english/86.png,4.90228013029316,0.397,0.915,0.84,1.0,1.0,0.439,0.898,0.54,11.5706,2.0,0.0735,0.0561,0.9391,84.0,0.7595,1.0919,0.6244,0.8546,0.0037,0.6
../calista/rating-based-dataset/images/english/87.png,2.1668404588112615,0.089,0.985,0.93,1.0,0.983,0.603,0.0,1.0,19.4364,11.0,0.376,0.2502,0.78,72.0,0.6682,0.865,0.8572,0.9053,0.0048,0.6
../calista/rating-based-dataset/images/english/88.png,5.603407755581669,0.172,0.988,0.85,1.0,0.837,0.837,0.0,0.64,20.0948,13.0,0.3229,0.1861,0.4238,64.0,0.6227,0.947,0.749,0.8887,0.0231,0.9
../calista/rating-based-dataset/images/english/89.png,4.401393354769561,0.12,0.908,0.9,0.621,1.0,0.567,0.653,0.718,11.0082,3.0,0.1386,0.0754,0.9239,75.0,0.685,0.9341,0.6023,0.8938,0.0032,0.9
../calista/rating-based-dataset/images/english/9.png,2.8512486427795873,0.135,0.636,0.87,1.0,0.835,0.65,0.036,0.423,55.2981,8.0,0.3437,0.2152,0.3481,55.0,0.5731,0.9422,0.7915,0.8701,0.0479,0.5
../calista/rating-based-dataset/images/english/90.png,4.505313496280553,0.122,0.7,0.7,1.0,0.711,0.699,0.0,0.761,51.8655,11.0,0.3391,0.1872,0.4664,50.0,0.5466,1.3325,0.7291,0.8078,0.0417,1.0
../calista/rating-based-dataset/images/english/91.png,4.307604994324631,0.18,0.689,0.18,1.0,0.797,0.808,0.048,0.855,52.4458,9.0,0.2461,0.1435,0.4991,30.0,0.4409,1.0316,0.6902,0.8744,0.0407,0.7
../calista/rating-based-dataset/images/english/92.png,4.151202749140894,0.218,0.658,0.09,1.0,0.867,0.47,0.177,1.0,54.1131,6.0,0.2345,0.1362,0.6047,30.0,0.4392,0.9029,0.6599,0.8951,0.032,0.7
../calista/rating-based-dataset/images/english/93.png,5.260554885404101,0.233,0.157,0.75,1.0,0.944,0.794,0.363,0.566,86.2463,5.0,0.1654,0.1286,0.3979,61.0,0.6061,0.6984,0.6572,0.9251,0.0303,0.1
../calista/rating-based-dataset/images/english/94.png,4.8717672413793105,0.13,0.749,0.74,1.0,0.777,0.554,0.0,0.922,49.2098,9.0,0.3172,0.2066,0.5228,56.0,0.5761,1.2956,0.7335,0.8161,0.0488,1.0
../calista/rating-based-dataset/images/english/95.png,3.882803943044907,0.236,0.837,0.95,1.0,0.95,0.746,0.107,0.397,44.0038,6.0,0.2677,0.1778,0.3389,69.0,0.6485,0.905,0.7643,0.8907,0.0246,0.9
../calista/rating-based-dataset/images/english/96.png,3.9418202764976957,0.154,0.122,0.86,1.0,0.848,0.561,0.003,0.033,90.2473,17.0,0.224,0.1591,0.2115,40.0,0.4949,0.8025,0.7006,0.9091,0.0385,0.7
../calista/rating-based-dataset/images/english/97.png,3.735091743119266,0.333,0.883,0.39,1.0,1.0,0.177,0.698,1.0,9.1619,4.0,0.0956,0.0824,0.8287,65.0,0.6238,0.6843,0.6923,0.9316,0.0062,0.8
../calista/rating-based-dataset/images/english/98.png,4.06442731277533,0.254,0.925,0.71,1.0,0.861,0.452,0.091,0.606,37.5995,10.0,0.2095,0.1373,0.412,57.0,0.5814,1.0183,0.6983,0.8615,0.0233,0.2
../calista/rating-based-dataset/images/english/99.png,4.807428571428572,0.208,0.085,0.57,1.0,0.916,0.694,0.013,0.06,95.6548,22.0,0.2202,0.1556,0.2211,30.0,0.439,1.1083,0.6261,0.8339,0.046,0.4
../calista/rating-based-dataset/images/foreign/0.png,4.8108945969884855,0.114,0.614,0.43,1.0,0.826,0.622,0.0,0.943,56.4036,9.0,0.3298,0.1893,0.53,39.0,0.4898,0.9925,0.72,0.8759,0.0379,0.7
../calista/rating-based-dataset/images/foreign/1.png,5.59433962264151,0.146,0.99,0.32,1.0,0.927,0.254,0.608,1.0,20.536,6.0,0.1137,0.074,0.8146,54.0,0.5653,0.6584,0.7109,0.9376,0.0142,1.0
../calista/rating-based-dataset/images/foreign/10.png,3.820258620689655,0.165,0.853,0.56,1.0,0.871,0.611,0.204,1.0,42.9647,5.0,0.2257,0.1389,0.7864,58.0,0.5867,1.1671,0.6377,0.8462,0.0287,0.7
../calista/rating-based-dataset/images/foreign/11.png,2.6302904564315353,0.105,0.414,0.56,1.0,0.84,0.631,0.0,0.913,67.2447,12.0,0.4816,0.2927,0.5197,43.0,0.5116,0.8521,0.7778,0.9068,0.0574,1.0
../calista/rating-based-dataset/images/foreign/12.png,4.818141592920354,0.163,0.831,0.61,1.0,0.861,0.84,0.013,0.437,44.3596,10.0,0.294,0.1555,0.3528,46.0,0.5288,0.9323,0.7573,0.8912,0.0325,0.8
../calista/rating-based-dataset/images/foreign/13.png,4.414198606271777,0.087,0.78,0.72,1.0,0.842,0.492,0.0,0.255,47.4591,18.0,0.3943,0.2173,0.2892,41.0,0.5015,1.0053,0.7881,0.8721,0.0476,0.7
../calista/rating-based-dataset/images/foreign/14.png,4.173855633802817,0.135,0.519,0.42,1.0,0.864,0.867,0.0,0.52,61.4369,11.0,0.3179,0.1987,0.3822,34.0,0.4608,1.2725,0.7116,0.8201,0.0352,0.9
../calista/rating-based-dataset/images/foreign/15.png,4.127937336814622,0.145,0.317,0.22,1.0,0.905,0.484,0.0,0.659,73.247,13.0,0.3109,0.1969,0.4307,22.0,0.3893,0.9649,0.7198,0.8856,0.0467,0.9
../calista/rating-based-dataset/images/foreign/16.png,5.487826086956522,0.108,0.662,0.73,1.0,0.819,0.612,0.0,0.269,53.9205,25.0,0.3757,0.1824,0.2941,42.0,0.5068,0.5587,0.7952,0.9453,0.0432,0.7
../calista/rating-based-dataset/images/foreign/17.png,4.017316017316017,0.134,0.631,0.81,1.0,0.86,0.636,0.0,0.55,55.5173,11.0,0.3668,0.2294,0.3923,54.0,0.5654,1.0113,0.7454,0.8717,0.0395,0.2
